building_type,climate_zone,budget_level,area_sqft,floors,ceiling_height,occupancy,operating_hours,building_age,outdoor_temp,humidity,insulation,glass_ratio,recommended_hvac
Residential,Warm,High,,1.0,9.06,15.0,6.0,14.0,27.84,37.7,Average,Low,Central Chiller
Office,Hot,Medium,34228.97,2.0,13.77,,8.0,39.0,34.12,46.7,Average,Medium,VRF
Residential,Warm,Medium,1345.1,1.0,9.4,11.0,7.0,37.0,38.09,46.21,Good,Medium,VRF
Residential,Hot,Medium,1668.79,1.0,10.29,23.0,12.0,20.0,43.7,64.09,Poor,Low,Multi-Split
Residential,Hot,High,2090.19,1.0,10.69,35.0,8.0,31.0,35.9,36.05,Excellent,Low,Multi-Split
Residential,Warm,Medium,1613.28,1.0,9.44,33.0,13.0,36.0,35.82,48.83,Average,Medium,Split AC
Residential,Hot,Medium,2420.57,1.0,8.9,22.0,8.0,5.0,42.28,39.18,Poor,Medium,Multi-Split
Retail,Humid,Low,39306.64,2.0,12.08,3089.0,12.0,22.0,40.53,109.74,Poor,Medium,VRF
Industrial,Cold,Medium,67672.28,4.0,27.15,3166.0,23.0,15.0,15.61,41.91,Good,Low,Packaged Unit
Residential,Warm,Medium,4104.31,1.0,8.18,96.0,13.0,19.0,32.28,38.18,Average,Low,Multi-Split
Residential,,High,1330.96,1.0,,22.0,6.0,,25.38,37.59,Good,Medium,Packaged Unit
Office,Hot,Low,31868.91,1.0,10.83,785.0,11.0,17.0,38.03,42.79,Poor,High,VRF
Office,Warm,Medium,17888.07,1.0,11.24,1522.0,10.0,34.0,28.82,45.78,Average,High,Multi-Split
Residential,Humid,Low,2803.29,1.0,8.29,29.0,10.0,20.0,40.41,89.37,Average,Low,Multi-Split
Residential,Hot,,2037.18,1.0,8.81,26.0,8.0,16.0,34.67,34.47,Average,Low,Split AC
Residential,Cold,High,2710.58,1.0,10.54,26.0,12.0,21.0,9.87,24.01,Average,Low,Multi-Split
Retail,Humid,High,55697.17,1.0,14.47,2004.0,11.0,12.0,32.13,74.8,Average,Medium,VRF
Industrial,Hot,Medium,110892.9,5.0,26.73,5343.0,22.0,45.0,40.2,37.83,Good,Medium,Central Chiller
Office,Hot,Low,25264.98,2.0,12.11,1075.0,8.0,19.0,37.95,32.93,Poor,High,VRF
Industrial,Cold,Medium,98761.38,2.0,17.12,2754.0,18.0,29.0,,27.85,Good,Low,Packaged Unit
Office,Warm,Medium,4785.67,1.0,11.3,194.0,11.0,23.0,27.07,49.34,Good,High,VRF
Office,Cold,Medium,15938.43,1.0,10.47,1463.0,11.0,22.0,17.05,56.7,Poor,High,Multi-Split
Office,Humid,Medium,18686.74,1.0,13.99,916.0,9.0,8.0,27.37,84.7,Average,Medium,Multi-Split
Residential,Cold,High,897.94,1.0,9.88,9.0,12.0,17.0,12.35,28.97,Good,Low,Split AC
Residential,Cold,Low,1570.18,1.0,8.03,17.0,13.0,28.0,12.8,32.28,Poor,Low,Split AC
Residential,Warm,Medium,1488.42,1.0,9.76,28.0,6.0,27.0,,52.12,Poor,Medium,VRF
Retail,Warm,High,29647.67,4.0,13.63,3371.0,11.0,5.0,26.18,53.99,Good,Medium,VRF
Residential,Cold,Low,2039.5,1.0,9.86,35.0,11.0,5.0,17.36,27.08,Poor,Low,Split AC
Office,Hot,Medium,34643.94,2.0,11.41,2319.0,11.0,36.0,33.99,18.82,Poor,High,VRF
Residential,Hot,Low,2294.1,1.0,8.17,64.0,8.0,5.0,40.34,41.38,Average,Medium,Split AC
Residential,Warm,High,2398.23,1.0,10.28,33.0,13.0,24.0,25.02,56.15,Average,Low,Split AC
Residential,Hot,Medium,1674.04,1.0,9.46,21.0,6.0,15.0,38.14,24.09,Average,Medium,Split AC
Residential,Hot,Medium,2783.6,1.0,8.44,79.0,6.0,19.0,45.32,56.77,Average,Low,Multi-Split
Office,Warm,Low,12494.87,1.0,12.94,757.0,8.0,6.0,31.2,57.58,Poor,Medium,Multi-Split
Industrial,Hot,Medium,89665.18,3.0,20.04,4139.0,19.0,21.0,30.82,44.19,Average,Medium,Packaged Unit
Retail,Cold,Medium,53680.48,2.0,16.46,7711.0,13.0,13.0,11.31,29.17,Average,,Packaged Unit
Hospital,Hot,Low,117731.69,4.0,10.12,10352.0,22.0,,40.51,50.77,Poor,Medium,Central Chiller
Residential,Warm,Medium,2318.3,1.0,10.92,59.0,9.0,23.0,29.7,58.0,Average,,Split AC
Office,Humid,Low,23021.9,2.0,12.44,1603.0,8.0,29.0,28.71,85.92,Poor,High,Multi-Split
Industrial,Warm,Medium,107275.04,6.0,21.96,5078.0,21.0,41.0,24.71,61.58,Average,Low,Packaged Unit
Residential,Cold,High,2515.96,1.0,8.52,39.0,6.0,23.0,16.08,51.51,Good,Low,Multi-Split
Residential,Hot,High,814.12,1.0,10.07,9.0,9.0,27.0,38.28,36.67,Good,Medium,Split AC
Residential,Cold,Medium,2818.63,1.0,9.92,36.0,6.0,0.0,15.06,33.95,Average,Low,Multi-Split
Residential,Warm,High,1908.36,1.0,9.7,32.0,11.0,27.0,,58.94,Average,Low,Split AC
Residential,Cold,Low,1269.71,1.0,9.18,18.0,8.0,3.0,10.76,29.99,Poor,Medium,Split AC
Office,Warm,Medium,11660.98,1.0,10.75,1019.0,9.0,6.0,32.46,45.54,Average,Medium,Multi-Split
Residential,Warm,Low,2494.47,1.0,9.3,46.0,11.0,27.0,33.09,42.4,Poor,Low,Split AC
Residential,Hot,Medium,945.61,1.0,10.24,17.0,9.0,12.0,39.66,53.18,Poor,Low,Split AC
Retail,Warm,Medium,29557.5,1.0,16.71,2047.0,13.0,8.0,35.41,56.03,Good,Medium,Packaged Unit
Industrial,Cold,Medium,74975.76,2.0,20.46,2858.0,13.0,27.0,19.13,42.83,Average,Low,Packaged Unit
Hospital,Hot,Medium,147766.77,7.0,12.22,12894.0,21.0,39.0,34.35,36.13,Average,Medium,Central Chiller
Residential,Hot,Low,1427.76,1.0,9.7,,7.0,16.0,40.95,41.29,Poor,Low,Split AC
Residential,Cold,Low,2015.24,1.0,9.93,32.0,8.0,45.0,14.72,33.54,,Medium,Split AC
Hospital,Hot,Low,139179.03,8.0,11.78,9160.0,20.0,23.0,34.83,45.27,Poor,Medium,Central Chiller
Residential,Hot,High,1886.29,1.0,10.65,20.0,8.0,11.0,36.53,47.75,Good,Medium,Split AC
Hospital,Cold,Medium,500.0,1.0,13.08,50.0,21.0,49.0,12.96,44.95,Average,Medium,Central Chiller
,Hot,Medium,2163.32,1.0,10.87,49.0,8.0,13.0,31.65,47.99,Poor,Low,VRF
Hospital,Hot,Low,43388.54,2.0,10.86,5453.0,22.0,60.0,34.49,32.39,Average,Medium,Central Chiller
Residential,Humid,Low,2226.9,1.0,8.46,67.0,10.0,17.0,33.31,90.53,Poor,Low,Split AC
Industrial,Warm,High,51387.27,1.0,24.9,1225.0,12.0,23.0,30.99,51.6,Excellent,Medium,VRF
Office,Humid,High,19647.2,1.0,12.03,3382.0,11.0,42.0,39.52,75.54,Good,High,VRF
Residential,Hot,High,2409.91,1.0,10.34,60.0,10.0,25.0,36.61,27.02,Good,Low,Multi-Split
Residential,Hot,Medium,2027.91,1.0,9.3,26.0,12.0,32.0,39.12,34.31,Good,Medium,VRF
Residential,Hot,Low,1474.72,1.0,9.14,14.0,12.0,19.0,44.51,33.54,Average,Low,Split AC
Office,Hot,Medium,32374.27,1.0,11.78,1105.0,10.0,51.0,36.82,43.72,Average,High,Split AC
Residential,Cold,Medium,1947.55,1.0,8.64,56.0,12.0,0.0,11.25,57.21,Good,Low,Multi-Split
Office,Cold,High,23189.71,1.0,10.69,1226.0,9.0,0.0,12.34,22.62,Good,Medium,VRF
Residential,Cold,Low,1343.98,1.0,9.93,33.0,8.0,28.0,9.96,29.48,Poor,Medium,Split AC
Hospital,Hot,Medium,101021.18,6.0,15.46,3178.0,20.0,51.0,34.81,29.91,Average,Low,Central Chiller
Office,Hot,Medium,27111.6,1.0,11.74,1737.0,11.0,40.0,38.37,39.67,Poor,High,Packaged Unit
Residential,Warm,Medium,1091.58,1.0,10.93,18.0,6.0,25.0,23.15,30.22,Good,Low,Split AC
Residential,Warm,Low,1495.68,1.0,10.53,14.0,6.0,29.0,36.81,,Poor,Low,Split AC
Residential,Cold,Low,1084.62,1.0,8.32,10.0,7.0,14.0,15.2,35.06,Poor,Low,Split AC
Residential,Cold,Low,2105.92,1.0,10.12,40.0,10.0,9.0,11.01,33.73,Average,Low,Split AC
Residential,Cold,High,3036.5,2.0,8.85,71.0,9.0,,12.42,18.23,Good,Medium,Multi-Split
Residential,Hot,High,1322.7,2.0,9.94,17.0,6.0,31.0,44.16,50.71,Good,Medium,Central Chiller
,Hot,Low,133432.24,7.0,12.35,7297.0,23.0,25.0,37.4,58.01,Poor,Low,Central Chiller
Residential,Hot,Medium,2405.83,1.0,9.55,66.0,9.0,21.0,45.55,37.16,Average,Low,Split AC
Residential,Humid,Low,1076.11,1.0,10.89,33.0,7.0,0.0,32.62,75.04,Average,Medium,Packaged Unit
Residential,Cold,High,2406.35,1.0,10.92,19.0,9.0,26.0,9.86,51.99,Good,Medium,VRF
Hospital,Cold,Low,92917.55,7.0,12.71,7942.0,20.0,35.0,19.75,18.08,Average,Low,VRF
Office,Humid,Medium,28984.64,,12.51,2237.0,8.0,19.0,33.66,85.33,Good,High,VRF
Industrial,Hot,Low,89757.25,4.0,24.8,2401.0,17.0,56.0,33.79,40.04,Poor,Medium,VRF
Residential,Hot,High,1177.87,2.0,10.44,31.0,13.0,19.0,45.19,22.38,Good,Medium,Multi-Split
Residential,Hot,High,2369.41,2.0,8.66,69.0,10.0,17.0,36.77,42.8,Good,Medium,Split AC
Residential,Warm,Low,2073.42,,8.28,41.0,7.0,7.0,27.61,65.01,Poor,Low,Split AC
Retail,Cold,Medium,64740.2,6.0,,6668.0,12.0,17.0,13.93,39.8,Poor,High,Packaged Unit
Office,Warm,Medium,36594.19,1.0,13.36,1532.0,9.0,17.0,,46.32,Poor,High,Packaged Unit
Office,Humid,Medium,46422.21,3.0,10.47,2503.0,11.0,33.0,28.72,88.42,Poor,High,VRF
Residential,Warm,Low,2511.19,1.0,9.42,54.0,12.0,34.0,25.83,59.49,Poor,Low,Multi-Split
Office,Cold,High,500.0,1.0,13.55,21.0,9.0,15.0,21.43,44.48,,High,Multi-Split
Industrial,Humid,Medium,117886.91,7.0,29.33,2652.0,18.0,2.0,34.42,92.58,Average,Low,VRF
Office,Warm,Medium,23523.09,1.0,10.79,896.0,8.0,22.0,30.93,56.41,Average,Medium,Packaged Unit
Residential,Hot,Medium,1881.1,1.0,8.85,36.0,7.0,32.0,40.01,28.45,Average,Low,Multi-Split
Retail,Hot,Low,66529.92,4.0,16.51,7495.0,14.0,15.0,34.55,52.21,Poor,High,VRF
Residential,Cold,High,1695.03,1.0,8.07,32.0,10.0,19.0,11.66,26.66,Good,Low,Split AC
Retail,Humid,High,78405.71,2.0,14.46,16889.0,14.0,14.0,29.88,88.23,Average,High,Packaged Unit
Residential,Hot,Low,1316.09,1.0,9.06,23.0,10.0,21.0,38.42,48.67,Poor,Low,Split AC
Residential,Warm,Medium,1470.94,1.0,,17.0,6.0,28.0,31.11,72.68,Good,Medium,Split AC
Residential,Cold,Low,2223.54,1.0,9.81,45.0,7.0,25.0,20.05,35.72,Poor,Medium,Central Chiller
Industrial,Humid,Medium,81662.26,2.0,21.91,,19.0,6.0,31.27,82.84,Average,Medium,Central Chiller
Hospital,Hot,Medium,190529.64,9.0,10.53,15399.0,23.0,31.0,29.22,32.9,Good,Medium,Central Chiller
Hospital,Hot,Medium,186137.23,11.0,12.76,24208.0,20.0,29.0,40.42,34.8,Good,Low,Central Chiller
Industrial,,High,54687.35,1.0,15.91,2649.0,12.0,29.0,46.6,36.96,Average,Medium,Packaged Unit
Office,Cold,Low,17382.14,1.0,12.48,1033.0,11.0,19.0,10.48,32.08,Average,High,VRF
Residential,Hot,Medium,941.12,1.0,10.7,8.0,13.0,5.0,35.01,40.46,Good,Low,Split AC
Hospital,Hot,Low,38343.33,1.0,12.91,6055.0,21.0,30.0,41.55,36.88,Average,Medium,Split AC
Retail,Hot,Medium,27576.45,1.0,14.16,1765.0,10.0,19.0,46.69,50.66,Average,High,VRF
Office,Hot,High,25467.53,1.0,13.54,1401.0,11.0,,33.82,15.62,Excellent,Medium,VRF
Retail,Humid,Low,70351.86,5.0,15.99,9915.0,13.0,16.0,31.73,76.22,Average,Medium,Packaged Unit
Office,Hot,High,23962.86,1.0,11.58,1417.0,8.0,14.0,35.68,41.12,Good,High,VRF
Residential,Hot,Low,1993.49,1.0,8.78,29.0,7.0,8.0,39.39,31.92,Poor,Low,Split AC
Retail,Hot,Low,40675.08,4.0,12.15,2959.0,12.0,22.0,35.9,46.35,Average,Medium,VRF
Residential,Warm,Low,1706.03,1.0,10.72,20.0,7.0,29.0,32.56,48.1,Average,Low,Split AC
Residential,Warm,Medium,3028.51,1.0,8.59,49.0,7.0,18.0,32.17,,Average,Low,Multi-Split
Residential,Hot,Low,1960.93,1.0,8.96,24.0,10.0,4.0,37.41,32.2,Poor,Low,Split AC
Residential,Humid,High,2434.46,1.0,8.8,30.0,,21.0,32.98,102.12,Good,Low,Packaged Unit
Hospital,Warm,Medium,122568.7,6.0,12.5,5804.0,23.0,17.0,28.64,39.21,Good,Medium,Central Chiller
Residential,Hot,Low,2593.44,1.0,8.96,46.0,12.0,27.0,36.3,55.37,Average,Low,Multi-Split
Residential,Warm,Low,1223.8,1.0,8.69,16.0,6.0,32.0,28.52,38.08,Poor,Low,Split AC
Residential,Cold,Low,500.0,1.0,9.52,19.0,13.0,21.0,16.89,40.48,Poor,Low,Split AC
Retail,Humid,High,55389.77,1.0,12.63,4888.0,13.0,13.0,27.15,65.8,Excellent,High,VRF
Industrial,Hot,High,148860.78,8.0,25.61,10713.0,17.0,27.0,40.76,41.38,Good,Low,Central Chiller
Office,Warm,Medium,14459.57,1.0,11.46,808.0,9.0,37.0,28.72,51.78,Poor,Medium,Multi-Split
Office,Cold,Low,23641.71,2.0,10.0,1517.0,,7.0,15.94,27.44,Poor,Medium,VRF
Industrial,Hot,Low,64295.28,4.0,27.24,2696.0,18.0,14.0,38.52,37.64,Average,Low,VRF
Office,Hot,Medium,36707.44,1.0,10.8,1875.0,11.0,33.0,37.04,42.15,Poor,High,VRF
Office,Warm,High,27562.76,1.0,13.72,1121.0,8.0,11.0,24.58,59.45,Excellent,High,VRF
Residential,Cold,Low,729.8,1.0,8.62,19.0,12.0,14.0,19.93,26.55,Poor,Low,Split AC
Residential,Hot,Low,2517.86,1.0,10.2,35.0,7.0,13.0,38.08,37.82,Poor,Low,VRF
Retail,Warm,Medium,31624.51,3.0,15.35,3490.0,11.0,19.0,31.01,68.7,Average,Medium,Packaged Unit
Residential,Hot,High,2376.37,1.0,9.27,44.0,11.0,32.0,35.52,36.21,Excellent,Medium,Split AC
Office,Hot,Low,20420.36,1.0,13.11,1477.0,8.0,26.0,41.97,39.92,Average,High,VRF
Residential,Hot,Medium,1471.76,3.0,9.17,27.0,6.0,3.0,33.25,49.25,Good,Low,Split AC
Office,,Medium,22448.24,1.0,11.63,865.0,9.0,0.0,34.34,37.43,Average,High,Central Chiller
Office,Hot,Low,24072.86,,,2453.0,9.0,23.0,41.33,37.42,Poor,High,VRF
Retail,Warm,Medium,79736.74,3.0,17.17,12098.0,11.0,24.0,31.79,50.33,Average,High,Packaged Unit
Office,Hot,Medium,12185.24,1.0,,788.0,9.0,37.0,44.21,22.77,Average,High,Multi-Split
Residential,Cold,Medium,2321.22,1.0,9.49,19.0,6.0,13.0,14.83,35.4,Good,Low,Split AC
Industrial,Hot,Medium,95048.78,5.0,16.51,3811.0,13.0,14.0,40.01,68.02,Average,Low,Packaged Unit
Residential,Cold,Medium,731.06,1.0,10.4,,7.0,33.0,12.4,31.75,Poor,Medium,Split AC
Office,Warm,Medium,23952.43,1.0,13.64,2082.0,10.0,30.0,27.16,48.29,Good,Medium,VRF
Residential,Hot,Low,2450.89,1.0,8.24,21.0,12.0,7.0,34.95,40.11,Average,Low,Split AC
Industrial,Hot,Low,34194.55,3.0,18.63,635.0,16.0,32.0,28.92,38.17,Poor,Low,VRF
Office,Hot,High,29630.8,2.0,11.3,1829.0,11.0,13.0,37.7,60.95,Average,Medium,VRF
Office,Hot,Low,36778.69,1.0,10.67,1725.0,8.0,16.0,42.23,27.47,Average,High,VRF
Industrial,Warm,Low,63074.11,1.0,17.11,1783.0,12.0,7.0,30.45,55.82,Poor,Low,Packaged Unit
Residential,Hot,Low,3274.7,1.0,9.64,34.0,9.0,32.0,40.16,32.09,Poor,Medium,Split AC
Hospital,Cold,High,132011.04,8.0,10.62,7820.0,22.0,37.0,8.31,52.42,Excellent,Low,Central Chiller
Office,Warm,Medium,23730.64,1.0,10.77,781.0,9.0,38.0,34.53,48.91,Average,Medium,Central Chiller
Office,Hot,Low,35866.78,1.0,13.07,3079.0,11.0,25.0,38.57,38.14,Average,Medium,VRF
Office,Hot,Medium,40197.79,1.0,12.02,2290.0,10.0,4.0,36.9,22.84,Good,High,VRF
Office,Cold,,24206.17,1.0,13.18,841.0,8.0,51.0,17.25,32.38,Good,High,VRF
Industrial,Warm,Medium,94301.36,4.0,17.65,2884.0,18.0,21.0,28.33,56.0,Average,Low,Packaged Unit
Industrial,Warm,Medium,58206.45,3.0,21.58,2892.0,13.0,49.0,31.27,45.72,Good,Low,Multi-Split
Residential,Hot,,2092.75,1.0,9.97,40.0,7.0,3.0,40.09,37.7,Poor,Medium,Split AC
Hospital,Hot,Low,119796.18,7.0,17.03,9093.0,21.0,55.0,37.5,,Poor,Medium,Central Chiller
Residential,Hot,Low,1193.67,1.0,9.73,17.0,8.0,0.0,36.96,41.12,Poor,Low,Split AC
Industrial,Warm,Medium,50808.38,1.0,17.03,2222.0,14.0,54.0,26.53,44.29,Average,Low,Multi-Split
Residential,Warm,High,1529.29,1.0,8.7,38.0,8.0,25.0,28.96,33.15,Good,Low,VRF
Office,Humid,Medium,22323.39,1.0,12.19,1204.0,10.0,29.0,31.38,,Poor,Medium,VRF
Residential,Cold,Low,1282.74,1.0,8.14,25.0,13.0,20.0,2.98,46.1,Average,Low,Split AC
Residential,Humid,Low,2367.28,2.0,8.19,25.0,,26.0,34.72,75.34,Average,Low,Split AC
Office,Hot,Low,14875.09,1.0,12.32,582.0,10.0,3.0,35.52,31.18,Poor,Medium,Split AC
Retail,Humid,Low,18366.71,1.0,17.32,2065.0,10.0,0.0,26.99,108.62,Average,Medium,Packaged Unit
,Cold,Low,58090.21,1.0,25.16,1431.0,17.0,45.0,14.22,33.78,Average,Medium,Packaged Unit
Industrial,Hot,Medium,55157.46,1.0,17.54,2492.0,16.0,23.0,39.1,25.41,Good,Medium,Packaged Unit
Residential,Humid,Low,2498.95,1.0,9.99,44.0,11.0,43.0,27.54,93.12,Poor,Low,Split AC
Retail,Hot,Low,62500.35,3.0,15.39,5614.0,10.0,10.0,44.33,49.63,Average,Medium,Packaged Unit
Retail,Hot,Low,61147.7,1.0,14.95,5530.0,13.0,14.0,39.56,34.02,Poor,Medium,VRF
Retail,Cold,High,25755.98,1.0,16.86,2772.0,15.0,9.0,18.13,23.66,Good,Medium,VRF
Office,Warm,High,21700.82,1.0,12.4,899.0,10.0,31.0,28.63,54.34,Average,High,VRF
Residential,Cold,Medium,1476.13,2.0,9.14,25.0,8.0,35.0,12.66,34.61,Good,Low,Packaged Unit
Residential,Warm,Low,3195.62,1.0,8.42,46.0,10.0,0.0,29.84,45.87,Poor,Medium,Multi-Split
Residential,Warm,Low,1901.06,1.0,10.79,29.0,11.0,19.0,32.58,41.45,Poor,Low,Split AC
Office,Humid,High,15904.26,1.0,13.96,1693.0,11.0,9.0,33.91,67.06,Good,High,VRF
Residential,Warm,High,2576.88,1.0,8.34,34.0,10.0,29.0,36.77,38.68,Excellent,Low,Multi-Split
,Hot,Low,22510.88,2.0,,2024.0,8.0,0.0,38.97,36.4,Average,High,VRF
Residential,Warm,Medium,2081.08,1.0,9.5,52.0,8.0,15.0,33.98,51.91,Good,Medium,Split AC
Office,Hot,High,43860.75,1.0,13.34,2153.0,10.0,66.0,37.35,47.05,Poor,High,VRF
Office,Warm,High,4418.12,1.0,12.39,342.0,10.0,,33.46,60.88,Excellent,High,Multi-Split
Office,Cold,Low,,1.0,11.98,430.0,9.0,18.0,4.75,,Poor,High,Multi-Split
Residential,Warm,Medium,1303.3,1.0,10.55,23.0,10.0,0.0,29.55,40.2,Average,Low,Split AC
Retail,Warm,Low,54510.25,4.0,14.09,11264.0,12.0,15.0,29.86,53.13,Poor,High,VRF
Office,Hot,Low,25098.28,1.0,13.3,875.0,10.0,9.0,35.83,25.41,Poor,Medium,Packaged Unit
Office,Warm,Medium,17046.14,1.0,11.31,1191.0,8.0,13.0,33.29,53.73,Good,High,Multi-Split
Residential,Warm,Medium,695.37,1.0,10.9,15.0,6.0,34.0,21.9,56.87,Good,Low,Split AC
Office,Warm,Medium,22598.93,1.0,13.69,838.0,10.0,55.0,31.89,51.13,Average,High,Packaged Unit
Industrial,Warm,Medium,75425.55,2.0,21.26,2721.0,19.0,32.0,35.22,43.72,Average,Low,Packaged Unit
Retail,Humid,High,39780.17,2.0,14.81,2375.0,12.0,1.0,27.61,82.44,Average,Medium,VRF
Residential,Hot,Low,2601.81,2.0,8.87,97.0,7.0,26.0,35.65,59.54,Average,Low,Multi-Split
Residential,Warm,Medium,1228.56,1.0,9.55,24.0,7.0,38.0,26.18,62.13,Average,Low,VRF
Office,Hot,Low,14048.49,1.0,13.56,703.0,10.0,4.0,31.6,39.17,Poor,,Split AC
Office,Humid,Medium,28191.76,2.0,10.0,1411.0,11.0,35.0,32.17,84.55,Average,Medium,VRF
Industrial,Hot,Medium,147366.98,10.0,18.54,3423.0,17.0,1.0,39.12,55.8,Good,Low,Central Chiller
Office,Warm,Low,33977.19,2.0,12.78,,9.0,27.0,27.33,45.46,Average,,VRF
Office,Humid,Medium,34692.64,2.0,11.03,1849.0,9.0,16.0,31.43,102.28,Poor,High,VRF
Office,Hot,Medium,26201.67,1.0,12.89,2664.0,8.0,20.0,35.09,41.5,Good,Medium,Multi-Split
Residential,Hot,Low,2310.93,1.0,9.65,72.0,10.0,26.0,34.04,44.09,Average,Low,Split AC
Retail,Warm,Medium,500.0,1.0,17.72,49.0,14.0,6.0,32.49,63.71,Poor,Medium,Central Chiller
Office,Warm,Medium,536.96,1.0,11.61,30.0,11.0,45.0,23.67,,Average,High,Split AC
Hospital,Humid,Medium,107817.78,6.0,10.69,6412.0,21.0,14.0,25.32,103.11,Average,,Central Chiller
Office,Hot,Medium,26252.36,1.0,,1262.0,11.0,9.0,45.3,26.25,Good,Medium,Packaged Unit
Industrial,Warm,Medium,38893.79,2.0,28.65,1980.0,15.0,33.0,33.8,43.97,Poor,Medium,Packaged Unit
Office,Hot,Medium,9956.0,3.0,12.8,440.0,9.0,67.0,36.78,42.4,Poor,Medium,Multi-Split
Residential,Warm,Low,1111.83,1.0,10.68,,7.0,38.0,25.86,35.07,Poor,Low,Split AC
Office,Cold,Medium,31923.72,3.0,13.78,2919.0,9.0,44.0,16.58,37.6,Average,High,Split AC
Office,Humid,Low,38784.95,1.0,12.52,2247.0,9.0,34.0,34.99,88.26,Average,Medium,VRF
Residential,Warm,High,500.0,2.0,8.64,7.0,13.0,22.0,33.33,57.45,Excellent,Low,Split AC
Residential,Hot,Medium,1831.34,1.0,9.96,30.0,13.0,30.0,47.39,20.81,Good,Low,Split AC
Office,Hot,Medium,23829.9,1.0,13.66,2007.0,11.0,16.0,33.37,48.81,Average,High,VRF
Residential,Cold,Medium,1960.66,1.0,10.99,47.0,10.0,42.0,8.83,23.23,Average,Low,Split AC
Residential,Cold,Low,2332.75,1.0,8.55,48.0,8.0,21.0,16.26,21.92,Poor,Medium,Split AC
Residential,Hot,Medium,692.48,3.0,8.95,10.0,10.0,21.0,38.06,34.85,Poor,Low,Split AC
Retail,Humid,Medium,47878.47,3.0,14.3,5478.0,10.0,21.0,30.71,85.31,Average,Medium,VRF
Residential,Warm,High,2238.23,1.0,9.25,24.0,12.0,5.0,23.85,31.85,Average,Low,Split AC
Office,Cold,Low,42064.05,1.0,12.39,1532.0,11.0,39.0,6.43,32.11,Poor,High,Central Chiller
,Warm,Medium,2275.94,1.0,8.15,40.0,10.0,19.0,32.1,39.51,Good,Low,Split AC
Retail,Hot,Medium,50976.91,2.0,13.86,6510.0,12.0,12.0,40.1,36.76,Poor,High,VRF
Residential,Humid,Medium,1301.11,1.0,9.49,18.0,12.0,18.0,27.25,81.06,Average,Medium,Packaged Unit
Office,Warm,Medium,37020.67,4.0,12.55,3029.0,9.0,49.0,25.79,,Average,High,Packaged Unit
Residential,Humid,High,928.81,1.0,10.8,10.0,8.0,,27.38,90.54,Average,Medium,Split AC
,Humid,High,2123.47,1.0,9.69,29.0,8.0,24.0,27.89,86.39,Good,Low,Packaged Unit
Residential,Hot,High,1511.07,1.0,8.57,22.0,9.0,5.0,31.92,30.62,Good,Low,Multi-Split
Office,Warm,Low,20676.5,3.0,13.22,1371.0,11.0,30.0,23.49,50.22,Poor,High,VRF
Office,Warm,High,33618.96,2.0,11.72,2773.0,10.0,49.0,23.26,70.17,Average,Medium,Packaged Unit
Office,Hot,High,16388.92,1.0,,929.0,8.0,33.0,33.32,18.92,Good,Medium,Packaged Unit
Residential,Warm,Medium,1603.73,1.0,9.68,30.0,10.0,14.0,23.41,39.84,Average,Low,Multi-Split
Residential,Humid,Low,1604.57,3.0,10.87,51.0,10.0,8.0,27.36,68.75,Average,Low,Split AC
Office,Hot,Medium,23759.09,1.0,11.73,2093.0,9.0,23.0,32.36,24.82,Average,High,Packaged Unit
Residential,Humid,Medium,1805.87,1.0,9.17,26.0,7.0,28.0,29.83,87.93,Good,Low,Split AC
Residential,Warm,Medium,1238.02,4.0,9.15,31.0,12.0,27.0,27.43,45.1,Good,Medium,Central Chiller
Residential,,Low,1385.82,1.0,9.86,23.0,6.0,20.0,32.51,42.21,Poor,Low,Split AC
Residential,Warm,Medium,1236.33,1.0,9.6,20.0,7.0,20.0,29.21,50.38,Average,Low,Multi-Split
Office,Humid,Medium,40884.87,1.0,11.75,3424.0,11.0,19.0,34.57,81.94,Average,Medium,Central Chiller
Residential,Warm,Medium,916.76,2.0,8.64,17.0,9.0,0.0,30.52,46.39,Good,Low,Split AC
Residential,Hot,Low,2038.33,1.0,10.7,30.0,8.0,28.0,39.32,32.95,Average,Medium,Split AC
Office,Cold,Medium,20983.74,3.0,13.02,1794.0,10.0,37.0,19.36,29.08,Good,Medium,Multi-Split
Residential,Warm,Medium,1684.53,1.0,10.17,19.0,11.0,24.0,35.23,50.46,Average,Low,Split AC
Office,Humid,Medium,30808.06,1.0,,1228.0,11.0,0.0,32.12,93.43,Good,Medium,Packaged Unit
Retail,Humid,Low,52258.77,2.0,16.13,4023.0,10.0,14.0,30.38,99.43,Poor,,Packaged Unit
Retail,Humid,High,26874.44,1.0,16.21,5442.0,11.0,14.0,31.82,82.48,Good,High,Packaged Unit
Residential,Warm,Low,1209.13,1.0,10.14,17.0,9.0,16.0,35.79,50.34,Poor,Low,Split AC
Retail,Cold,Medium,41592.86,1.0,14.56,1849.0,11.0,0.0,16.44,44.41,Average,High,VRF
Retail,Warm,High,68574.26,5.0,16.63,7390.0,14.0,0.0,33.73,38.56,Good,High,Split AC
Residential,Hot,Medium,1322.92,1.0,9.84,33.0,11.0,0.0,36.86,46.84,Average,Low,Split AC
Residential,Warm,High,1274.96,1.0,9.87,10.0,10.0,33.0,28.92,,Excellent,Low,Split AC
Hospital,Hot,Medium,89631.14,5.0,14.21,5722.0,20.0,49.0,43.38,36.01,Average,Low,Packaged Unit
